Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56326535,"Why China Leads the World: Talent at the Top, Data in the Middle, Democracy at the Bottom",Godfree Roberts,"Roberts, Godfree",,"=""1735821322""","=""9781735821320""",0,4.38,Oriel Press,Kindle Edition,299,2020,,,2024/05/23,to-read,to-read (#390),to-read,,,,0,0
63672,The Diary of a Country Priest,Georges Bernanos,"Bernanos, Georges","Remy Rougeau, Pamela Morris","=""0786709618""","=""9780786709618""",0,3.96,Macmillan,Paperback,312,1937,1936,,2024/05/23,to-read,to-read (#389),to-read,,,,0,0
142863,The Social Transformation of American Medicine: The Rise of a Sovereign Profession and the Making of a Vast Industry,Paul Starr,"Starr, Paul",,"=""0465079350""","=""9780465079353""",0,4.17,Basic Books,Paperback,514,1982,1982,,2024/05/14,to-read,to-read (#388),to-read,,,,0,0
497491,Health Economics & Policy [with Economic Applications],James W. Henderson,"Henderson, James W.",,"=""0324260008""","=""9780324260007""",0,3.48,South-Western College Pub,Hardcover,620,2004,1998,,2024/05/14,to-read,to-read (#387),to-read,,,,0,0
56164,The Economics of Health And Health Care,Sherman Folland,"Folland, Sherman","Allen C. Goodman, Miron Stano","=""0132279428""","=""9780132279420""",0,3.68,Taylor & Francis,Hardcover,607,2007,1993,,2024/05/14,to-read,to-read (#386),to-read,,,,0,0
144915,Tragic Sense of Life,Miguel de Unamuno,"Unamuno, Miguel de",John Ernest Crawford Flitch,"=""1596057238""","=""9781596057234""",0,4.03,Cosimo Classics,Paperback,374,2005,1912,,2024/05/14,to-read,to-read (#385),to-read,,,,0,0
70867107,Fog (Translated): Mist from Miguel Unamuno,Miguel de Unamuno,"Unamuno, Miguel de",,"=""""","=""9798598767184""",0,4.06,Independently published,Paperback,213,2021,1914,,2024/05/14,to-read,to-read (#384),to-read,,,,0,0
778686,Work on Myth (Studies in Contemporary German Social Thought),Hans Blumenberg,"Blumenberg, Hans",,"=""0262521334""","=""9780262521338""",0,4.02,MIT Press,Paperback,727,1988,1979,,2024/05/12,to-read,to-read (#383),to-read,,,,0,0
251465,The Legitimacy of the Modern Age (Studies in Contemporary German Social Thought),Hans Blumenberg,"Blumenberg, Hans",Robert M. Wallace,"=""0262521059""","=""9780262521055""",0,4.15,The MIT Press,Paperback,728,1985,1983,,2024/05/12,to-read,to-read (#382),to-read,,,,0,0
3392962,Memoirs (Tauber Institute for the Study of European Jewry),Hans Jonas,"Jonas, Hans","Christian Wiese, Krishna Winston","=""1584656395""","=""9781584656395""",0,4.46,Brandeis University Press,Hardcover,320,2008,2003,,2024/05/12,to-read,to-read (#381),to-read,,,,0,0
650432,The Gnostic Religion: The Message of the Alien God and the Beginnings of Christianity,Hans Jonas,"Jonas, Hans",,"=""0807058017""","=""9780807058015""",0,4.23,Beacon Press,Paperback,396,2001,1958,,2024/05/12,to-read,to-read (#380),to-read,,,,0,0
530415,The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"Hamming, Richard",,"=""9056995014""","=""9789056995010""",0,4.18,CRC Press,Paperback,376,1997,1996,,2024/05/06,to-read,to-read (#379),to-read,,,,0,0
11951046,The Hall of Uselessness: Collected Essays,Simon Leys,"Leys, Simon",,"=""1863955321""","=""9781863955324""",0,4.29,Black Inc.,Hardcover,464,2011,2011,,2024/05/06,to-read,to-read (#378),to-read,,,,0,0
21535674,"Straight to Hell: True Tales of Deviance, Debauchery, and Billion-Dollar Deals",John LeFevre,"LeFevre, John",,"=""0802123309""","=""9780802123305""",0,3.79,Atlantic Monthly Press,Hardcover,288,2015,2014,,2024/05/06,to-read,to-read (#377),to-read,,,,0,0
130383,Neurosis and Human Growth: The Struggle Towards Self-Realization,Karen Horney,"Horney, Karen",,"=""0393307751""","=""9780393307757""",0,4.33,W. W. Norton & Company,Paperback,400,1991,1950,,2024/05/03,to-read,to-read (#376),to-read,,,,0,0
33280307,My First Seventy-Six Years,Hjalmar Schacht,"Schacht, Hjalmar",,"=""""","=""""",0,4.67,"Spottiswoode, Ballantyne, and Co. Ltd.",Hardcover,552,1955,,,2024/04/28,to-read,to-read (#375),to-read,,,,0,0
452235,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""044021145X""","=""9780440211457""",0,4.26,Dell,Paperback,501,1992,1991,,2020/01/07,,,read,,,,1,0
15868343,"The Wars for Asia, 1911-1949",S.C.M. Paine,"Paine, S.C.M.",,"=""1107020697""","=""9781107020696""",0,4.43,Cambridge University Press,Hardcover,487,2012,2012,,2024/04/22,to-read,to-read (#374),to-read,,,,0,0
30423569,The Japanese Empire: Grand Strategy from the Meiji Restoration to the Pacific War,S.C.M. Paine,"Paine, S.C.M.",,"=""1107676169""","=""9781107676169""",0,4.24,Cambridge University Press,Paperback,218,2017,,,2024/04/22,to-read,to-read (#373),to-read,,,,0,0
19494,"The Spy Who Came In from the Cold (George Smiley, #3)",John le Carré,"Carré, John le",,"=""""","=""9780743442534""",0,4.09,Scribner,Paperback,212,2001,1963,,2024/04/12,,,read,,,,1,0
6090122,Of Time and Tide,Atsiri Thammachoat,"Thammachoat, Atsiri",ʻAtsiri Thammachōt,"=""9748933016""","=""9789748933016""",0,3.33,Thai Modern Classics,Hardcover,149,1995,1995,,2024/04/12,to-read,to-read (#372),to-read,,,,0,0
1590636,The Prostitute (Oxford in Asia Paperbacks),ก.สุรางคนางค์,"ก.สุรางคนางค์, ก.สุรางคนางค์","K. Surangkhanang, David Smyth","=""9676530794""","=""9789676530790""",0,3.97,Oxford Univ Pr,Hardcover,230,1994,1937,,2024/04/12,to-read,to-read (#371),to-read,,,,0,0
144282817,Shimazaki: Before the Dawn Paper (Miscellany; 135) by Toson Shimazaki (1988-07-31),Tōson Shimazaki,"Shimazaki, Tōson",,"=""""","=""""",0,4.12,University of Hawaii Press,Hardcover,0,1740,1929,,2024/01/04,to-read,to-read (#365),to-read,,,,0,0
18905184,The History of Rome Vol. 1-5 (Annotated),Theodor Mommsen,"Mommsen, Theodor",,"=""""","=""""",0,4.22,,Kindle Edition,2203,2012,,,2022/09/19,to-read,to-read (#255),to-read,,,,0,0
2273463,One Man in His Time,Serge Obolensky,"Obolensky, Serge",,"=""0839210809""","=""9780839210801""",0,4.10,Astor-Honor Inc,Hardcover,433,1958,1958,,2024/03/25,to-read,to-read (#370),to-read,,,,0,0
2803716,"Letters Of Clara Schumann And Johannes Brahms, 1853 1896",Clara Schumann,"Schumann, Clara","Johannes Brahms, Berthold Litzmann","=""0883557614""","=""9780883557617""",0,4.33,,,310,,1853,,2024/03/25,to-read,to-read (#369),to-read,,,,0,0
51799,The Decameron,Giovanni Boccaccio,"Boccaccio, Giovanni",G.H. McWilliam,"=""0140449302""","=""9780140449303""",0,3.88,Penguin Books,Paperback,909,2003,1349,,2024/03/19,to-read,to-read (#368),to-read,,,,0,0
269894,A Simple Heart,Gustave Flaubert,"Flaubert, Gustave",Arthur McDowall,"=""0811213188""","=""9780811213189""",0,3.44,New Directions,Paperback,68,1996,1877,,2022/01/18,to-read,to-read (#46),to-read,,,,0,0
17857635,Boy in the Twilight: Stories of the Hidden China,Yu Hua,"Hua, Yu",Allan H. Barr,"=""0307379361""","=""9780307379368""",0,3.61,Pantheon,Hardcover,208,2014,2014,,2022/07/10,to-read,to-read (#169),to-read,,,,0,0
943715,"Genius: The Natural History of Creativity (Problems in the Behavioural Sciences, Series Number 12)",Hans Jürgen Eysenck,"Eysenck, Hans Jürgen",,"=""0521485088""","=""9780521485081""",0,4.17,Cambridge University Press,Paperback,356,1995,1995,,2024/02/01,to-read,to-read (#367),to-read,,,,0,0
18730716,The Son Also Rises: Surnames and the History of Social Mobility,Gregory Clark,"Clark, Gregory","Neil Cummins, Yu Hao, Daniel Diaz Vidal","=""0691162549""","=""9780691162546""",0,3.96,Princeton University Press,Hardcover,384,2014,2004,,2024/01/06,to-read,to-read (#366),to-read,,,,0,0
11472345,Deng Xiaoping and the Transformation of China,Ezra F. Vogel,"Vogel, Ezra F.",,"=""0674055446""","=""9780674055445""",0,4.46,Belknap Press: An Imprint of Harvard University Press,Hardcover,928,2011,2011,,2024/01/02,to-read,to-read (#364),to-read,,,,0,0
3242286,"Japan's Emergence as a Modern State: Political and Economic Problems of the Meiji Period, 60th Anniversary Edition",E. Herbert Norman,"Norman, E. Herbert",Lawrence T. Woods,"=""0774808233""","=""9780774808231""",0,3.57,Univ of Washington Pr,Paperback,302,2001,1940,,2023/12/24,to-read,to-read (#363),to-read,,,,0,0
14291966,Leonardo the Florentine: A Study in Personality,Rachel Annand Taylor,"Taylor, Rachel Annand",,"=""1406729272""","=""9781406729276""",0,4.00,Kiefer Pr,Paperback,632,2007,2003,,2023/12/23,to-read,to-read (#362),to-read,,,,0,0
766116,China's Examination Hell: The Civil Service Examinations of Imperial China,Ichisada Miyazaki,"Miyazaki, Ichisada",Conrad Schirokauer,"=""0300026390""","=""9780300026399""",0,3.76,Yale University Press,Paperback,146,1981,1976,,2023/12/23,to-read,to-read (#361),to-read,,,,0,0
242383,Death Without Weeping: The Violence of Everyday Life in Brazil,Nancy Scheper-Hughes,"Scheper-Hughes, Nancy",,"=""0520075374""","=""9780520075375""",0,4.22,University of California Press,Paperback,614,1993,1992,,2023/11/19,to-read,to-read (#359),to-read,,,,0,0
226004,"A Deepness in the Sky (Zones of Thought, #2)",Vernor Vinge,"Vinge, Vernor",,"=""0812536355""","=""9780812536355""",0,4.32,Tor Science Fiction,Mass Market Paperback,775,2000,1999,,2022/06/26,to-read,to-read (#152),to-read,,,,0,0
22237142,A Burglar's Guide to the City,Geoff Manaugh,"Manaugh, Geoff",,"=""0374117268""","=""9780374117269""",0,3.37,FSG Originals,Paperback,296,2016,2015,,2023/10/20,to-read,to-read (#358),to-read,,,,0,0
322348,The Nomos of the Earth: In the International Law of the Jus Publicum Europaeum,Carl Schmitt,"Schmitt, Carl",,"=""0914386301""","=""9780914386308""",0,4.05,"Telos Press,U.S.",Paperback,372,2003,1950,,2023/10/18,to-read,to-read (#357),to-read,,,,0,0
49099937,No Rules Rules: Netflix and the Culture of Reinvention,Reed Hastings,"Hastings, Reed",Erin Meyer,"=""0593152387""","=""9780593152386""",0,4.27,Random House Large Print,Paperback,464,2020,2020,,2023/10/16,to-read,to-read (#356),to-read,,,,0,0
40536148,"High Growth Handbook: Scaling Startups from 10 to 10,000 People",Elad Gil,"Gil, Elad",,"=""1732265100""","=""9781732265103""",0,4.08,Stripe Press,Hardcover,344,2018,2018,,2023/10/16,to-read,to-read (#355),to-read,,,,0,0
329805,Critique and Crises: Enlightenment and the Pathogenesis of Modern Society (Studies in Contemporary German Social Thought),Reinhart Koselleck,"Koselleck, Reinhart",Maria Santos,"=""0262611570""","=""9780262611572""",0,4.13,The MIT Press,Paperback,214,1998,1959,,2023/10/11,to-read,to-read (#354),to-read,,,,0,0
144409,From Third World to First: A Statesman’s Powerful Story of Transformation from Poverty to National Leadership,Lee Kuan Yew,"Yew, Lee Kuan",Henry Kissinger,"=""0060197765""","=""9780060197766""",0,4.46,Harper,Hardcover,752,2000,2000,,2023/09/08,to-read,to-read (#353),to-read,,,,0,0
326981,The Singapore Story: Memoirs of Lee Kuan Yew,Lee Kuan Yew,"Yew, Lee Kuan",,"=""0130208035""","=""9780130208033""",0,4.29,Prentice Hall,Hardcover,680,1998,1998,,2023/09/08,to-read,to-read (#352),to-read,,,,0,0
2340869,"Back Door to War, The Roosevelt Foreign Policy, 1933 - 1941",Charles Callan Tansill,"Tansill, Charles Callan",,"=""""","=""""",0,4.30,Henry Regnery Company,Hardcover,690,1952,1952,,2023/08/10,to-read,to-read (#351),to-read,,,,0,0
243162,Flicker,Theodore Roszak,"Roszak, Theodore",,"=""155652577X""","=""9781556525773""",0,3.97,Chicago Review Press,Paperback,608,2005,1991,,2023/08/07,to-read,to-read (#350),to-read,,,,0,0
22104318,World War II: A Very Short Introduction,Gerhard L. Weinberg,"Weinberg, Gerhard L.",,"=""019968877X""","=""9780199688777""",0,3.72,Oxford University Press,Paperback,160,2014,2014,,2022/09/13,to-read,to-read (#219),to-read,,,,0,0
838938,The True Story of Ah Q,Lu Xun,"Xun, Lu","魯迅, Yang Xianyi, Gladys Yang, 楊憲益, 戴乃迭","=""9629960443""","=""9789629960445""",0,3.83,Chinese University Press 香港中文大學,Paperback,160,2003,1922,,2023/02/08,to-read,to-read (#280),to-read,,,,0,0
54846472,The German Talks Back,Heinrich Hauser,"Hauser, Heinrich",,"=""""","=""""",0,0.0,Holt,Unknown Binding,,1945,,2023/07/17,2022/09/02,,,read,,,,1,0
40378238,Lost Time: Lectures on Proust in a Soviet Prison Camp,Józef Czapski,"Czapski, Józef",Eric Karpeles,"=""1681372592""","=""9781681372594""",0,4.06,NYRB Classics,Kindle Edition,107,2018,1948,,2023/07/17,to-read,to-read (#349),to-read,,,,0,0
75600,The Life of Henry Brulard,Stendhal,"Stendhal, Stendhal","John Sturrock, Lydia Davis","=""0940322897""","=""9780940322899""",0,3.79,NYRB Classics,Paperback,496,2002,1834,,2023/07/15,to-read,to-read (#348),to-read,,,,0,0
14662,The Red and the Black,Stendhal,"Stendhal, Stendhal",Roger Gard,"=""0140447644""","=""9780140447644""",0,3.86,Penguin Classics,Paperback,577,2002,1830,,2023/07/15,to-read,to-read (#347),to-read,,,,0,0
58844127,美国反对美国,Wang Huning,"Huning, Wang",王沪宁,"=""""","=""""",0,3.88,,Paperback,349,1991,1991,,2023/07/14,to-read,to-read (#346),to-read,,,,0,0
28637,The Art of the Novel,Milan Kundera,"Kundera, Milan",Linda Asher,"=""0060093749""","=""9780060093747""",0,3.99,Harper Perennial Modern Classics,Paperback,170,2003,1960,,2023/07/14,to-read,to-read (#345),to-read,,,,0,0
2749894,Colour,Rudolf Steiner,"Steiner, Rudolf",,"=""1855841169""","=""9781855841161""",0,4.10,Rudolf Steiner Press,Paperback,191,1992,1971,,2023/07/14,to-read,to-read (#344),to-read,,,,0,0
19267036,Road To Self Knowledge,Rudolf Steiner,"Steiner, Rudolf",,"=""""","=""""",0,4.07,Global Grey,Kindle Edition,62,2013,1912,,2023/07/14,to-read,to-read (#343),to-read,,,,0,0
471326,"The Fourth Dimension: Sacred Geometry, Alchemy & Mathematics (CW 324a)",Rudolf Steiner,"Steiner, Rudolf","Catherine E. Creeger, David       Booth","=""0880104724""","=""9780880104722""",0,4.19,SteinerBooks,Paperback,256,2001,2001,,2023/07/14,to-read,to-read (#342),to-read,,,,0,0
2405073,Calendar of the Soul: The Year Participated (CW 40) (Meditations),Rudolf Steiner,"Steiner, Rudolf",Owen Barfield,"=""1855841886""","=""9781855841888""",0,4.55,Rudolf Steiner Press,Paperback,64,2006,1988,,2023/07/14,to-read,to-read (#341),to-read,,,,0,0
2342262,The Kingdom of Childhood : Introductory Talks on Waldorf Education,Rudolf Steiner,"Steiner, Rudolf","Helen Fox, Christopher Bamford","=""0880104023""","=""9780880104029""",0,4.08,SteinerBooks,Paperback,160,1995,1982,,2023/07/14,to-read,to-read (#340),to-read,,,,0,0
597965,Bees (CW 351),Rudolf Steiner,"Steiner, Rudolf","David      Adams, Thomas Braatz, Gunther Hauk","=""0880104570""","=""9780880104579""",0,4.11,SteinerBooks,Paperback,240,1998,1923,,2023/07/14,to-read,to-read (#339),to-read,,,,0,0
916447,"The Education of the Child: And Early Lectures on Education (Foundations of Waldorf Education, 25)",Rudolf Steiner,"Steiner, Rudolf",,"=""0880104147""","=""9780880104142""",0,4.09,SteinerBooks,Paperback,127,1996,1907,,2023/07/14,to-read,to-read (#338),to-read,,,,0,0
569375,Intuitive Thinking As a Spiritual Path: A Philosophy of Freedom (Classics in Anthroposophy),Rudolf Steiner,"Steiner, Rudolf",,"=""088010385X""","=""9780880103855""",0,4.20,Anthroposophic Press,Paperback,304,1995,1894,,2023/07/14,to-read,to-read (#337),to-read,,,,0,0
850873,How to Know Higher Worlds: A Modern Path of Initiation (Classics in Anthroposophy),Rudolf Steiner,"Steiner, Rudolf","Sabine H. Seiler, Rudolf Steiner","=""0880103728""","=""9780880103725""",0,4.21,Steiner Books,Paperback,259,1994,1904,,2023/07/14,to-read,to-read (#336),to-read,,,,0,0
117161,Life at the Bottom: The Worldview That Makes the Underclass,Theodore Dalrymple,"Dalrymple, Theodore",,"=""1566635055""","=""9781566635059""",0,4.23,Ivan R. Dee,Paperback,284,2003,2001,,2023/07/12,to-read,to-read (#335),to-read,,,,0,0
1185365,A Ragged Schooling: Growing Up in the Classic Slum,Robert Roberts,"Roberts, Robert",,"=""1901341011""","=""9781901341010""",0,3.94,Manchester University Press,Paperback,224,1997,1976,,2023/07/12,to-read,to-read (#334),to-read,,,,0,0
567906,The Classic Slum: Salford Life in the First Quarter of the Century,Robert Roberts,"Roberts, Robert",,"=""014013624X""","=""9780140136241""",0,3.96,Penguin Books,Paperback,266,1990,1973,,2023/07/12,to-read,to-read (#333),to-read,,,,0,0
1235601,The Making of an American Thinking Class: Intellectuals and Intelligentsia in Puritan Massachusetts,Darren M. Staloff,"Staloff, Darren M.",,"=""0195149823""","=""9780195149821""",0,3.35,Oxford University Press,Paperback,300,2001,1997,,2023/07/10,to-read,to-read (#332),to-read,,,,0,0
1542479,"The War for Righteousness: Progressive Christianity, the Great War, and the Rise of the Messianic Nation",Richard M. Gamble,"Gamble, Richard M.",,"=""1932236163""","=""9781932236163""",0,3.93,Isi Books,Paperback,300,2003,2003,,2023/07/10,to-read,to-read (#331),to-read,,,,0,0
61961187,Die andere Seite: Leben und Forschen zwischen New York und Berlin (German Edition),Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",,"=""""","=""""",0,4.00,Rowohlt E-Book,Kindle Edition,327,2021,,,2023/07/10,to-read,to-read (#330),to-read,,,,0,0
350047,"In a Cold Crater: Cultural and Intellectual Life in Berlin, 1945-1948",Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",Kelly Barry,"=""0520203666""","=""9780520203662""",0,4.00,University of California Press,Hardcover,248,1998,1995,,2023/07/10,to-read,to-read (#329),to-read,,,,0,0
350048,"Three New Deals: Reflections on Roosevelt's America, Mussolini's Italy, and Hitler's Germany, 1933-1939",Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",,"=""080507452X""","=""9780805074529""",0,3.66,Metropolitan Books,Hardcover,256,2006,2005,,2023/07/10,to-read,to-read (#328),to-read,,,,0,0
350025,Disenchanted Night: The Industrialization of Light in the Nineteenth Century,Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",Angela Davies,"=""0520203542""","=""9780520203549""",0,4.16,University of California Press,Paperback,240,1995,1983,,2023/07/10,to-read,to-read (#327),to-read,,,,0,0
141602,Tastes of Paradise,Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",David Jacobson,"=""067974438X""","=""9780679744382""",0,4.06,Vintage Books,Paperback,237,1993,1980,,2023/07/10,to-read,to-read (#326),to-read,,,,0,0
918674,The Railway Journey: The Industrialization of Time and Space in the 19th Century,Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",,"=""0520059298""","=""9780520059290""",0,4.09,University of California Press,Paperback,219,1987,1977,,2023/07/10,to-read,to-read (#325),to-read,,,,0,0
163395600,THE STRUGGLE FOR AMERICAN INDEPENDENCE: VOLUMES I and II. (2 VOLUME SET)..,Sydney George Fisher,"Fisher, Sydney George",,"=""""","=""""",0,0.0,J,Hardcover,0,1908,2005,,2023/07/08,to-read,to-read (#321),to-read,,,,0,0
279296,Crisis of Parliamentary Democracy (Studies in Contemporary German Social Thought),Carl Schmitt,"Schmitt, Carl",Ellen Kennedy,"=""0262691264""","=""9780262691260""",0,3.87,The MIT Press,Paperback,184,1988,1923,,2023/07/08,to-read,to-read (#324),to-read,,,,0,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.26,NYRB Classics,Paperback,104,2005,1942,,2023/07/08,to-read,to-read (#323),to-read,,,,0,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,3.91,Modern Library,Paperback,188,2003,1866,,2023/07/08,to-read,to-read (#322),to-read,,,,0,0
1260022,"The Ancient City: A Study of the Religion, Laws, and Institutions of Greece and Rome",Numa Denis Fustel de Coulanges,"Coulanges, Numa Denis Fustel de",Willard Small,"=""0486447308""","=""9780486447308""",5,4.32,Dover Publications,Paperback,416,2006,1864,,2022/04/06,,,read,,,,1,0
31871548,American Education (Classic Reprint),Sydney George Fisher,"Fisher, Sydney George",,"=""1333393636""","=""9781333393632""",0,0.0,Forgotten Books,Paperback,176,2017,,,2023/07/08,to-read,to-read (#320),to-read,,,,0,0
13108827,The True Benjamin Franklin,Sydney George Fisher,"Fisher, Sydney George",,"=""""","=""""",0,3.61,,Kindle Edition,269,,2006,,2023/07/08,to-read,to-read (#319),to-read,,,,0,0
31571379,Leviathan and Its Enemies: Mass Organization and Managerial Power in Twentieth-Century America,Samuel T. Francis,"Francis, Samuel T.",,"=""1593680503""","=""9781593680503""",0,4.34,Washington Summit Publishers,Kindle Edition,685,2016,2016,,2023/07/05,to-read,to-read (#318),to-read,,,,0,0
2030212,"The American Revolution, 1763-1783: Being The Chapters And Passages Relating To America From The Author's History Of England In The 18th Century",William Edward Hartpole Lecky,"Lecky, William Edward Hartpole",,"=""1432657070""","=""9781432657079""",0,5.00,Kessinger Publishing,Paperback,528,2007,1906,,2023/07/04,to-read,to-read (#317),to-read,,,,0,0
3510367,Democracy and Liberty,William Edward Hartpole Lecky,"Lecky, William Edward Hartpole",,"=""0913966800""","=""9780913966808""",0,3.33,Liberty Fund,Hardcover,1034,1981,1896,,2023/07/04,to-read,to-read (#315),to-read,,,,0,0
3575769,History of European Morals: From Augustus To Charlemagne - Volume I,William Edward Hartpole Lecky,"Lecky, William Edward Hartpole",,"=""1406708984""","=""9781406708981""",0,4.08,Mellon Press,Paperback,496,2007,1869,,2023/07/04,to-read,to-read (#314),to-read,,,,0,0
26650200,The Reconciliation of Government With Liberty,John William Burgess,"Burgess, John William",,"=""1296817660""","=""9781296817664""",0,0.0,Andesite Press,Hardcover,426,2015,2015,,2023/07/04,to-read,to-read (#313),to-read,,,,0,0
61285888,Books vs Cigarettes,George Orwell,"Orwell, George",,"=""""","=""""",0,3.83,Grapevine,Kindle Edition,7,2022,1946,,2023/07/02,to-read,to-read (#312),to-read,,,,0,0
208657,Theological-Political Treatise,Baruch Spinoza,"Spinoza, Baruch","Samuel Shirley, Seymour Feldman, I. Firu","=""0872206076""","=""9780872206076""",0,4.08,"Hackett Publishing Company, Inc.",Paperback,312,2001,1670,,2023/07/02,to-read,to-read (#311),to-read,,,,0,0
2966946,Lectures on the Early History of Institutions,Henry James Sumner Maine,"Maine, Henry James Sumner",,"=""1402172273""","=""9781402172274""",0,3.50,Adamant Media Corporation,Paperback,448,2005,1998,,2023/06/28,to-read,to-read (#310),to-read,,,,0,0
11245286,International Law,Henry James Sumner Maine,"Maine, Henry James Sumner",,"=""1409971597""","=""9781409971597""",0,4.29,Dodo Pr,Paperback,148,2009,2009,,2023/06/28,to-read,to-read (#309),to-read,,,,0,0
4032296,Popular Government,Henry James Sumner Maine,"Maine, Henry James Sumner",,"=""0913966142""","=""9780913966143""",0,3.93,Liberty Fund Inc.,Hardcover,256,1977,1885,,2023/06/28,to-read,to-read (#308),to-read,,,,0,0
6291237,"The English in the West Indies; or, The Bow of Ulysses",James Anthony Froude,"Froude, James Anthony",,"=""0559703163""","=""9780559703164""",0,4.03,BiblioLife,Paperback,356,2008,1969,,2023/06/28,to-read,to-read (#307),to-read,,,,0,0
279246,Political Theology: Four Chapters on the Concept of Sovereignty,Carl Schmitt,"Schmitt, Carl","George Schwab, Tracy B. Strong","=""0226738892""","=""9780226738895""",0,3.92,University of Chicago Press,Paperback,121,2006,1922,,2023/06/28,to-read,to-read (#306),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.36,New York Review Books,Paperback,292,2006,1965,,2023/06/26,to-read,to-read (#305),to-read,,,,0,0
30948,The Rise of Christianity,Rodney Stark,"Stark, Rodney",,"=""0060677015""","=""9780060677015""",0,4.07,HarperSanFrancisco,Paperback,272,1997,1996,,2023/06/26,to-read,to-read (#304),to-read,,,,0,0
1976308,The Structure of Politics at the Accession of George III,Lewis B. Namier,"Namier, Lewis B.",,"=""0333067169""","=""9780333067161""",0,4.10,Palgrave Macmillan,Paperback,531,1978,1929,,2023/06/26,to-read,to-read (#303),to-read,,,,0,0
967411,Guide to Kulchur,Ezra Pound,"Pound, Ezra",,"=""0811201562""","=""9780811201568""",0,3.83,New Directions,Paperback,384,1970,,,2023/06/26,to-read,to-read (#302),to-read,,,,0,0
6199457,Caesar A Sketch,James Anthony Froude,"Froude, James Anthony",,"=""""","=""""",0,4.15,,Kindle Edition,590,,1904,,2023/06/26,,,read,,,,1,0
592167,The Conquest of Gaul,Gaius Julius Caesar,"Caesar, Gaius Julius","S.A. Handford, Jane F. Gardner, James Bradstreet Greenough, Benjamin Leonard d'Ooge, Aulus Hirtius, Moses Grant Daniell","=""0140444335""","=""9780140444339""",0,4.02,Penguin Classics,Paperback,269,1983,-50,,2023/06/26,to-read,to-read (#301),to-read,,,,0,0
59744808,Scaling People: Tactics for Management and Company Building,Claire Hughes Johnson,"Johnson, Claire Hughes",,"=""""","=""""",0,4.25,Stripe Press,Unknown Binding,,2023,,,2023/06/22,to-read,to-read (#300),to-read,,,,0,0
118108,Delirious New York: A Retroactive Manifesto for Manhattan,Rem Koolhaas,"Koolhaas, Rem",,"=""1885254008""","=""9781885254009""",0,4.24,The Monacelli Press,Paperback,320,1997,1978,,2023/06/19,to-read,to-read (#299),to-read,,,,0,0
4618391,The Law of Nations,Emer de Vattel,"Vattel, Emer de","Béla Kapossy, Richard Whatmore, Knud Haakonssen","=""0865974519""","=""9780865974517""",0,4.25,Liberty Fund,Paperback,896,2008,1982,,2023/06/18,to-read,to-read (#298),to-read,,,,0,0
3241368,The Little Prince & Letter to a Hostage,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",T.V.F. Cuffe,"=""0141180927""","=""9780141180922""",0,4.40,Penguin Books,Paperback,118,1998,1943,,2020/01/06,to-read,to-read (#5),to-read,,,,0,0
980031,Democracy: The God That Failed,Hans-Hermann Hoppe,"Hoppe, Hans-Hermann",,"=""0765808684""","=""9780765808684""",0,4.13,Routledge,Paperback,304,2001,2001,,2023/06/15,to-read,to-read (#297),to-read,,,,0,0
79429,Letter to a Child Never Born,Oriana Fallaci,"Fallaci, Oriana",,"=""0671451626""","=""9780671451622""",0,4.03,Pocket,Hardcover,128,1982,1975,,2023/06/15,to-read,to-read (#296),to-read,,,,0,0
231155,Blacklisted by History: The Untold Story of Senator Joe McCarthy and His Fight Against America's Enemies,M. Stanton Evans,"Evans, M. Stanton",,"=""140008105X""","=""9781400081059""",0,4.12,Crown Forum,Hardcover,672,2007,2007,,2023/06/15,to-read,to-read (#295),to-read,,,,0,0
301758,The Romance of American Communism,Vivian Gornick,"Gornick, Vivian",,"=""0465071112""","=""9780465071111""",0,4.33,Basic Books,Paperback,278,1979,1978,,2023/06/15,to-read,to-read (#294),to-read,,,,0,0
10502073,Private Power and American Democracy,Grant McConnell,"McConnell, Grant",,"=""""","=""""",0,4.22,Vintage Books,Paperback,397,1970,1966,,2023/05/30,to-read,to-read (#293),to-read,,,,0,0
